ZONA PORTUARIA,SOCIEDAD PORTUARIA,TIPO DE SERVICIO,TIPO DE CARGA,EXPORTACION,IMPORTACIÓN,TRANSBORDO,TRANSITO INTERNACIONAL,FLUVIAL,CABOTAJE,MOVILIZACIONES A BORDO,TRANSITORIA,AÑO VIGENCIA,MES VIGENCIA,TOTAL_MOVILIZADO,FECHA,PERIODO_NUM,BALANCE_EXP_IMP,TRIMESTRE,AÑO_INCOMPLETO
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CARBON AL GRANEL,1313012,0,0,0,0,0,0,0,2024,11,1313012,2024-11-01,82,1313012,4,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CARBON AL GRANEL,2270490,0,0,0,0,0,0,0,2024,8,2270490,2024-08-01,79,2270490,3,0
CARTAGENA,SOCIEDAD PORTUARIA PUERTO CARIBE S.A,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,133,0,0,2024,8,133,2024-08-01,79,0,3,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CARBON AL GRANEL,1966836,0,0,0,0,0,0,0,2021,7,1966836,2021-07-01,42,1966836,3,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CARBON AL GRANEL,2077989,0,0,0,0,0,0,0,2024,6,2077989,2024-06-01,77,2077989,2,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CARBON AL GRANEL,1691181,0,0,0,0,0,0,0,2021,1,1691181,2021-01-01,36,1691181,1,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GRANEL LIQUIDO,0,27224,0,0,0,0,0,0,2024,4,27224,2024-04-01,75,-27224,2,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GRANEL LIQUIDO,0,28057,0,0,0,0,0,0,2023,3,28057,2023-03-01,62,-28057,1,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CARBON AL GRANEL,1850003,0,0,0,0,0,0,0,2018,12,1850003,2018-12-01,11,1850003,4,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL LIQUIDO,26944,0,0,0,0,0,0,0,2025,3,26944,2025-03-01,86,26944,1,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GENERAL,474,3651,0,0,0,0,0,0,2025,3,4125,2025-03-01,86,-3177,1,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CARBON AL GRANEL,2211876,0,0,0,0,0,0,0,2022,3,2211876,2022-03-01,50,2211876,1,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CARBON AL GRANEL,2041440,0,0,0,0,0,0,0,2021,11,2041440,2021-11-01,46,2041440,4,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CARBON AL GRANEL,2156998,0,0,0,0,0,0,0,2019,1,2156998,2019-01-01,12,2156998,1,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CARBON AL GRANEL,1520225,0,0,0,0,0,0,0,2024,2,1520225,2024-02-01,73,1520225,1,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CONTENEDORES,0,513,0,0,0,0,0,0,2023,3,513,2023-03-01,62,-513,1,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CARBON AL GRANEL,2122362,0,0,0,0,0,0,0,2021,10,2122362,2021-10-01,45,2122362,4,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CARBON AL GRANEL,775335,0,0,0,0,0,0,0,2020,5,775335,2020-05-01,28,775335,2,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CARBON AL GRANEL,2133859,0,0,0,0,0,0,0,2025,3,2133859,2025-03-01,86,2133859,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,9935,4,0,0,0,0,0,0,2018,6,9939,2018-06-01,5,9931,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,26448,26,0,0,0,0,0,0,2019,9,26474,2019-09-01,20,26422,3,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,11709,119,0,0,0,0,0,0,2019,4,11828,2019-04-01,15,11590,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,20362,78,0,0,0,0,0,0,2019,12,20440,2019-12-01,23,20284,4,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,15724,0,0,0,0,0,0,0,2018,3,15724,2018-03-01,2,15724,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,10639,0,0,0,0,0,0,0,2018,5,10639,2018-05-01,4,10639,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,11209,180,0,0,0,0,0,0,2019,5,11389,2019-05-01,16,11029,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,40406,10248,0,0,0,947,0,0,2018,5,51601,2018-05-01,4,30158,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,53233,12036,0,0,0,0,0,0,2018,11,65269,2018-11-01,10,41197,4,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,17292,3742,0,0,0,29001,0,0,2021,2,50035,2021-02-01,37,13550,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,27579,13729,0,0,0,19252,0,0,2019,11,60560,2019-11-01,22,13850,4,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,51061,11084,0,0,0,496,0,0,2018,2,62641,2018-02-01,1,39977,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,32401,104,0,0,0,0,0,0,2019,11,32505,2019-11-01,22,32297,4,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,8068,3063,0,0,0,22109,0,0,2020,6,33240,2020-06-01,29,5005,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,24662,11076,0,0,0,661,0,0,2018,7,36399,2018-07-01,6,13586,3,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,28672,11819,0,0,0,25460,0,0,2019,10,65951,2019-10-01,21,16853,4,0
CARTAGENA,SOCIEDAD PORTUARIA MARDIQUE,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,61606,0,0,0,1700,0,0,2024,1,63306,2024-01-01,72,-61606,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,15269,6607,0,0,0,20637,0,0,2019,12,42513,2019-12-01,23,8662,4,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,30266,0,0,0,0,0,0,0,2020,4,30266,2020-04-01,27,30266,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,13644,4162,0,0,0,32110,0,0,2020,12,49916,2020-12-01,35,9482,4,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,10177,4096,0,0,0,28704,0,0,2020,7,42977,2020-07-01,30,6081,3,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,12129,0,0,0,0,0,0,0,2021,3,12129,2021-03-01,38,12129,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,28150,117,0,0,0,0,0,0,2020,1,28267,2020-01-01,24,28033,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,20384,0,0,0,0,0,0,0,2020,12,20384,2020-12-01,35,20384,4,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,39864,7996,0,0,0,0,0,0,2018,12,47860,2018-12-01,11,31868,4,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,27185,12597,0,0,0,20256,0,0,2019,9,60038,2019-09-01,20,14588,3,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,52264,8596,0,0,0,525,0,0,2018,9,61385,2018-09-01,8,43668,3,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,8292,0,0,0,0,0,0,0,2021,6,8292,2021-06-01,41,8292,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,14809,0,0,0,0,0,0,0,2018,2,14809,2018-02-01,1,14809,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,37644,12513,0,0,0,684,0,0,2019,4,50841,2019-04-01,15,25131,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,25366,1,0,0,0,0,0,0,2020,8,25367,2020-08-01,31,25365,3,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,56964,9743,0,0,0,12533,0,0,2018,3,79240,2018-03-01,2,47221,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,14916,7064,0,0,0,28540,0,0,2020,3,50520,2020-03-01,26,7852,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,12738,1,0,0,0,0,0,0,2021,1,12739,2021-01-01,36,12737,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,10052,23,0,0,0,0,0,0,2018,7,10075,2018-07-01,6,10029,3,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,26712,6347,0,0,0,32708,0,0,2020,1,65767,2020-01-01,24,20365,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,15288,0,0,0,0,1,0,0,2021,2,15289,2021-02-01,37,15288,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,10130,35,0,0,0,0,0,0,2018,12,10165,2018-12-01,11,10095,4,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,20925,0,0,0,0,0,0,0,2020,7,20925,2020-07-01,30,20925,3,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,27105,9582,0,0,0,31023,0,0,2020,2,67710,2020-02-01,25,17523,1,0
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,CONTENEDORES,0,0,0,0,0,5281,0,0,2026,3,5281,2026-03-01,98,0,1,1
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,12385,0,0,0,0,0,0,0,2021,8,12385,2021-08-01,43,12385,3,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,13233,5,0,0,0,0,0,0,2020,6,13238,2020-06-01,29,13228,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,22165,11609,0,0,0,18844,0,0,2019,8,52618,2019-08-01,19,10556,3,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,60418,13076,0,0,0,0,0,0,2018,10,73494,2018-10-01,9,47342,4,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,16742,10668,0,0,0,4812,0,0,2019,6,32222,2019-06-01,17,6074,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,14184,30,0,0,0,0,0,0,2018,9,14214,2018-09-01,8,14154,3,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,26404,154,0,0,0,0,0,0,2019,10,26558,2019-10-01,21,26250,4,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,46474,13767,0,0,0,2368,0,0,2018,8,62609,2018-08-01,7,32707,3,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,22854,2311,0,0,0,28112,0,0,2021,3,53277,2021-03-01,38,20543,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,18802,3660,0,0,0,25452,0,0,2021,5,47914,2021-05-01,40,15142,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,11538,117,0,0,0,0,0,0,2021,7,11655,2021-07-01,42,11421,3,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,25239,39,0,0,0,0,0,0,2020,2,25278,2020-02-01,25,25200,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,45860,0,0,0,0,0,0,0,2020,10,45860,2020-10-01,33,45860,4,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,13638,20,0,0,0,0,0,0,2018,10,13658,2018-10-01,9,13618,4,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,12239,102,0,0,0,0,0,0,2019,3,12341,2019-03-01,14,12137,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,13030,104,0,0,0,0,0,0,2019,2,13134,2019-02-01,13,12926,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,23607,4478,0,0,0,33570,0,0,2021,7,61655,2021-07-01,42,19129,3,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,9223,0,0,0,0,0,0,0,2018,1,9223,2018-01-01,0,9223,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,15869,196,0,0,0,0,0,0,2019,1,16065,2019-01-01,12,15673,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,6804,97,0,0,0,0,0,0,2019,6,6901,2019-06-01,17,6707,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,43282,13960,0,0,0,4089,0,0,2018,4,61331,2018-04-01,3,29322,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,15359,5108,0,0,0,44801,0,0,2020,10,65268,2020-10-01,33,10251,4,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,25132,0,0,0,0,0,0,0,2020,9,25132,2020-09-01,32,25132,3,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,30716,9766,0,0,0,412,0,0,2019,5,40894,2019-05-01,16,20950,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,29863,0,0,0,0,0,0,0,2020,3,29863,2020-03-01,26,29863,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,34089,0,0,0,0,0,0,0,2020,11,34089,2020-11-01,34,34089,4,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,11373,0,0,0,0,0,0,0,2018,4,11373,2018-04-01,3,11373,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,9299,0,0,0,0,0,0,0,2021,5,9299,2021-05-01,40,9299,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,31182,4046,0,0,0,13798,0,0,2021,6,49026,2021-06-01,41,27136,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,32124,3548,0,0,0,35564,0,0,2021,4,71236,2021-04-01,39,28576,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,30598,52,0,0,0,0,0,0,2019,8,30650,2019-08-01,19,30546,3,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,44138,13030,0,0,0,697,0,0,2019,1,57865,2019-01-01,12,31108,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,30230,18037,0,0,0,679,0,0,2018,6,48946,2018-06-01,5,12193,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,10626,3988,0,0,0,37747,0,0,2020,8,52361,2020-08-01,31,6638,3,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,14478,20,0,0,0,0,0,0,2018,11,14498,2018-11-01,10,14458,4,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,17131,1,0,0,0,0,0,0,2020,5,17132,2020-05-01,28,17130,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,16137,5338,0,0,0,34909,0,0,2020,9,56384,2020-09-01,32,10799,3,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,54770,13831,0,0,0,0,0,0,2019,3,68601,2019-03-01,14,40939,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,11738,3607,0,0,0,21576,0,0,2020,5,36921,2020-05-01,28,8131,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,16422,0,0,0,0,0,0,0,2021,4,16422,2021-04-01,39,16422,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,10932,62,0,0,0,0,0,0,2019,7,10994,2019-07-01,18,10870,3,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,GENERAL,15134,35,0,0,0,0,0,0,2018,8,15169,2018-08-01,7,15099,3,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,14030,9378,0,0,0,12288,0,0,2019,7,35696,2019-07-01,18,4652,3,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,41699,7830,0,0,0,1181,0,0,2018,1,50710,2018-01-01,0,33869,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,15967,2288,0,0,0,28523,0,0,2021,1,46778,2021-01-01,36,13679,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,15088,5300,0,0,0,34331,0,0,2020,4,54719,2020-04-01,27,9788,2,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,18563,2350,0,0,0,27784,0,0,2021,8,48697,2021-08-01,43,16213,3,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,46192,12332,0,0,0,0,0,0,2019,2,58524,2019-02-01,13,33860,1,0
TURBO,C.I. UNI�N DE BANANEROS DE URABA S.A. - UNIBAN,PUBLICO,CONTENEDORES,14274,3221,0,0,0,28068,0,0,2020,11,45563,2020-11-01,34,11053,4,0
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,31523,0,0,0,0,0,0,2024,7,31523,2024-07-01,78,-31523,3,0
CARTAGENA,SOCIEDAD PORTUARIA MARDIQUE,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,28412,0,0,0,0,0,0,2025,4,28412,2025-04-01,87,-28412,2,0
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,CARBON AL GRANEL,0,10385,0,0,0,0,0,0,2025,6,10385,2025-06-01,89,-10385,2,0
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,PUBLICO,GRANEL LIQUIDO,18927,16406,0,0,0,0,0,0,2025,4,35333,2025-04-01,87,2521,2,0
CARTAGENA,SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.,PUBLICO,GRANEL LIQUIDO,0,78384,0,0,0,0,0,0,2025,4,78384,2025-04-01,87,-78384,2,0
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CONTENEDORES,45456,57987,5020,5649,0,0,0,56,2025,6,114168,2025-06-01,89,-12531,2,0
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GENERAL,0,55,0,0,0,3565,0,0,2025,5,3620,2025-05-01,88,-55,2,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GRANEL LIQUIDO,0,26476,0,0,0,0,0,0,2025,4,26476,2025-04-01,87,-26476,2,0
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,0,0,0,0,2952,0,0,2025,6,2952,2025-06-01,89,0,2,0
BARRANCABERMEJA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,100714,0,0,0,2025,5,100714,2025-05-01,88,0,2,0
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GENERAL,0,119,0,0,0,2148,0,0,2025,6,2267,2025-06-01,89,-119,2,0
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,26422,0,0,0,0,0,0,2025,6,26422,2025-06-01,89,-26422,2,0
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GENERAL,0,0,0,0,0,14517,0,0,2025,4,14517,2025-04-01,87,0,2,0
BARRANQUILLA,SOCIEDAD PORTUARIA MICHELLMAR S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,689,0,0,0,2025,4,689,2025-04-01,87,0,2,0
CARTAGENA,PUERTO DE MAMONAL S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,91250,0,0,0,0,0,0,0,2025,4,91250,2025-04-01,87,91250,2,0
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL LIQUIDO,0,5501,0,0,0,0,0,0,2025,5,5501,2025-05-01,88,-5501,2,0
G. MORROSQUILLO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,795239,0,0,0,0,0,0,0,2025,4,795239,2025-04-01,87,795239,2,0
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,39713,0,0,0,0,0,0,0,2025,6,39713,2025-06-01,89,39713,2,0
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,48584,0,0,0,0,0,0,2025,6,48584,2025-06-01,89,-48584,2,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CARBON AL GRANEL,10000,0,0,0,0,0,0,0,2025,4,10000,2025-04-01,87,10000,2,0
BARRANQUILLA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,6373,7773,0,0,0,0,0,0,2024,7,14146,2024-07-01,78,-1400,3,0
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,2875,0,0,2025,6,2875,2025-06-01,89,0,2,0
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,GENERAL,83,2,21,0,0,0,0,0,2025,5,106,2025-05-01,88,81,2,0
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,CARBON AL GRANEL,60200,0,0,0,0,0,0,0,2025,4,60200,2025-04-01,87,60200,2,0
CARTAGENA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,220447,69745,0,0,0,285010,0,0,2025,5,575202,2025-05-01,88,150702,2,0
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GENERAL,0,27553,0,0,0,0,0,0,2025,6,27553,2025-06-01,89,-27553,2,0
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,CONTENEDORES,91195,224131,91778,0,0,0,0,0,2025,6,407104,2025-06-01,89,-132936,2,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,346282,0,0,0,0,0,0,2025,5,346282,2025-05-01,88,-346282,2,0
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL LIQUIDO,0,46942,0,0,0,0,0,0,2025,4,46942,2025-04-01,87,-46942,2,0
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,GENERAL,205,2,4,0,0,0,0,0,2025,6,211,2025-06-01,89,203,2,0
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,18950,0,0,0,0,0,0,0,2025,5,18950,2025-05-01,88,18950,2,0
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,CARBON AL GRANEL,0,34019,0,0,0,0,0,0,2025,5,34019,2025-05-01,88,-34019,2,0
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,117171,118281,0,0,0,896,0,0,2025,4,236348,2025-04-01,87,-1110,2,0
CARTAGENA,PUERTO DE MAMONAL S.A.,PUBLICO,GENERAL,7660,2418,0,0,0,0,0,0,2025,6,10078,2025-06-01,89,5242,2,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GENERAL,1144,3130,41,0,0,0,0,0,2025,4,4315,2025-04-01,87,-1986,2,0
